,a_education,b_income,c_eastwest,d_sex,e_age,f_political_interest,g_preferred_party
236,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,DIE GRUENEN
237,EHER GEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,JA,SPD
238,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,SPD
239,EHER GEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,CDU-CSU
240,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,CDU-CSU
241,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,DIE LINKE
242,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,SPD
243,EHER GEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,NEIN,CDU-CSU
244,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,NEIN,WUERDE NICHT WAEHLEN
245,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,SPD
246,EHER GEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,DIE GRUENEN
247,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,SPD
248,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,DIE LINKE
249,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,CDU-CSU
250,EHER GEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,JUNG,JA,FDP
251,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,AFD
252,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,CDU-CSU
253,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,WUERDE NICHT WAEHLEN
254,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,DIE GRUENEN
255,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,CDU-CSU
256,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,DIE LINKE
257,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,JA,CDU-CSU
258,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,AFD
259,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,DIE LINKE
260,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,CDU-CSU
261,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,CDU-CSU
262,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,AFD
263,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,SPD
264,EHER GEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,ALT,JA,WUERDE NICHT WAEHLEN
265,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,DIE GRUENEN
266,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,SPD
267,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,NEIN,WUERDE NICHT WAEHLEN
268,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,DIE GRUENEN
269,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,CDU-CSU
270,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,CDU-CSU
271,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,SPD
272,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,JA,SPD
273,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,JA,WUERDE NICHT WAEHLEN
274,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,NEIN,DIE GRUENEN
275,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,CDU-CSU
276,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,CDU-CSU
277,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,DIE LINKE
278,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,DIE GRUENEN
279,EHER GEBILDET,EHER HOCH,NEUE BUNDESLAENDER,MANN,JUNG,JA,CDU-CSU
280,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,WUERDE NICHT WAEHLEN
281,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,SPD
282,EHER UNGEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,ALT,JA,AFD
283,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,CDU-CSU
284,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,FDP
285,EHER UNGEBILDET,EHER HOCH,ALTE BUNDESLAENDER,MANN,ALT,JA,AFD
286,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,NEIN,SPD
287,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,FDP
288,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,JUNG,NEIN,WUERDE NICHT WAEHLEN
289,EHER UNGEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,DIE LINKE
290,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,ALT,JA,WUERDE NICHT WAEHLEN
291,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,AFD
292,EHER GEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,JUNG,JA,CDU-CSU
293,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,JUNG,JA,DIE GRUENEN
294,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,MANN,JUNG,JA,CDU-CSU
295,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,MANN,ALT,JA,DIE LINKE
296,EHER GEBILDET,EHER HOCH,ALTE BUNDESLAENDER,FRAU,ALT,JA,FDP
297,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,JA,FDP
298,EHER GEBILDET,EHER NIEDRIG,ALTE BUNDESLAENDER,FRAU,ALT,JA,DIE LINKE
299,EHER GEBILDET,EHER NIEDRIG,NEUE BUNDESLAENDER,FRAU,JUNG,JA,DIE GRUENEN
